,INCIDENT_ID,INCIDENT_NUMBER,INCIDENT_NAME,INCTYP_ABBREVIATION,FINAL_ACRES,CAUSE,COMPLEX,DISCOVERY_DATE,DISCOVERY_DOY,EXPECTED_CONTAINMENT_DATE,FATALITIES,FUEL_MODEL,INCIDENT_DESCRIPTION,INC_IDENTIFIER,INJURIES_TOTAL,LL_CONFIDENCE,LL_UPDATE,LOCAL_TIMEZONE,POO_CITY,POO_COUNTY,POO_LATITUDE,POO_LONGITUDE,POO_SHORT_LOCATION_DESC,POO_STATE,PROJECTED_FINAL_IM_COST,START_YEAR,SUPPRESSION_METHOD,STR_DAMAGED_TOTAL,STR_DAMAGED_COMM_TOTAL,STR_DAMAGED_RES_TOTAL,STR_DESTROYED_TOTAL,STR_DESTROYED_COMM_TOTAL,STR_DESTROYED_RES_TOTAL,FATALITIES_RESPONDER,FATALITIES_PUBLIC,FINAL_REPORT_DATE,INCIDENT_ID_OLD,INC_MGMT_NUM_SITREPS,EVACUATION_REPORTED,PEAK_EVACUATIONS,STR_THREATENED_MAX,STR_THREATENED_COMM_MAX,STR_THREATENED_RES_MAX,TOTAL_AERIAL_SUM,TOTAL_PERSONNEL_SUM,WF_PEAK_AERIAL,WF_PEAK_AERIAL_DATE,WF_PEAK_AERIAL_DOY,WF_PEAK_PERSONNEL,WF_PEAK_PERSONNEL_DATE,WF_PEAK_PERSONNEL_DOY,WF_CESSATION_DATE,WF_CESSATION_DOY,WF_MAX_FSR,WF_MAX_GROWTH_DATE,WF_MAX_GROWTH_DOY,WF_GROWTH_DURATION,SUP_SERIES,SUP_METHOD_INITIAL,SUP_METHOD_FINAL,SUP_PERCENT_FS,FODJ_INCIDENT_ID,FOD_ID_LIST,FOD_FIRE_NUM,MTBS_FIRE_LIST,FOD_DISCOVERY_DOY,FOD_CONTAIN_DOY,FOD_CAUSE,FOD_FINAL_ACRES,FOD_FIRE_LIST,FOD_COORD_LIST,FOD_COMPLEX_NAME,FOD_CAUSE_NUM,FOD_COORD_NUM,MTBS_FIRE_NUM,LRGST_FOD_ID,LRGST_FOD_LATITUDE,LRGST_FOD_LONGITUDE,LRGST_MTBS_FIRE_INFO,LRGST_FOD_COORDS,FIRED_ID,FIRED_ACRES,FIRED_SIMPLE_FSR,FIRED_MAX_GROWTH,FIRED_IG_LON,FIRED_IG_LAT
7912,2006_CA-FKU-003779_TORCH,CA-FKU-003779,TORCH,WF,4500,H,FALSE,5/13/06 13:04,133,5/14/06 17:00,0,Tall Grass (2.5 feet),,,0,,,,,Fresno,36.148889000000004,-120.629444,5 miles West of Coalinga off Hwy 198,CA,,2006,,0,0,0,0,0,0,,,6/13/06 0:00,,5,FALSE,,20,,19,,817,,5/14/06 0:00,134,243,5/14/06 10:00,134,5/14/06 0:00,134,4500,5/14/06 0:00,134,1,"[nan, nan, nan, nan, nan]",,,0,2006_CA-FKU-003779_TORCH,[318817],1,['CA3612012040220060513-ALMAZAN'],133,133,['Equipment and vehicle use'],1964,"[{'ID': 318817, 'MTBS_ID': 'CA3612012040220060513(ALMAZAN)', 'COORDS': (36.1192, -120.4114), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 1964.0, 'DISC': 133, 'CONT': 133.0}]","[(36.1192, -120.4114)]",,1,1,1,318817,36.1192,-120.4114,CA3612012040220060513(ALMAZAN),"(36.1192, -120.4114)",42884,2015.642796,503.9106989,1060.864629,-120.3941951,36.12708333
7913,2006_CA-FKU-003962_HWY 33,CA-FKU-003962,HWY 33,WF,0,U,FALSE,5/18/06 16:41,138,,0,,,,0,,,,,Kings,35.8825,-120.048889,GRASS FIRE HWY 41 AND HWY 33,CA,,2006,,0,0,0,0,0,0,,,5/19/06 0:00,,1,FALSE,,,,,,7,,5/19/06 0:00,139,7,5/19/06 0:00,139,,,0,5/19/06 0:00,139,,[nan],,,0,,,,,,,,,,,,,,,,,,,"(nan, nan)",43059,795.648472,198.912118,477.38908319999996,-119.979064,35.81041666
7914,2006_CA-FKU-008192_TAR,CA-FKU-008192,TAR,WF,20,L,FALSE,7/23/06 17:20,204,7/24/06 18:00,0,,,,0,,,,,Kings,35.934444,-120.180556,Tar Canyon Road in the Avenal Area,CA,,2006,,0,0,0,0,0,0,,,7/26/06 6:00,,2,FALSE,,,,,2,198,1,7/23/06 17:27,204,99,7/23/06 17:27,204,7/23/06 17:27,204,20,7/23/06 17:27,204,0,"[nan, nan]",,,0,,,,,,,,,,,,,,,,,,,"(nan, nan)",44737,53.04323146,53.04323146,53.04323146,-119.7478558,35.81041666
7915,2006_CA-FKU-04598_AUBERRY,CA-FKU-04598,AUBERRY,WF,400,H,FALSE,6/4/06 16:31,155,6/5/06 20:15,0,Tall Grass (2.5 feet),,,0,,,,,Fresno,36.9475,-119.669444,NEAR THE AUBERRY RIFLE RANGE,CA,500,2006,,0,0,0,0,0,0,,,6/5/06 7:30,,2,FALSE,,14,6,8,9,200,9,6/4/06 19:00,155,100,6/4/06 19:00,155,6/4/06 19:00,155,400,6/4/06 19:00,155,0,"[nan, nan]",,,0,2006_CA-FKU-04598_AUBERRY,[1305150],1,,155,155,['Missing data/not specified/undetermined'],371,"[{'ID': 1305150, 'COORDS': (37.03194444, -119.81194440000002), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 371.0, 'DISC': 155, 'CONT': 155.0}]","[(37.03194444, -119.81194440000002)]",,1,1,0,1305150,37.03194444,-119.8119444,,"(37.03194444, -119.81194440000002)",,,,,,
7916,2006_CA-FKU-05453_WATTS,CA-FKU-05453,WATTS,WF,10,H,FALSE,6/26/06 19:34,177,6/26/06 22:30,0,Brush (2 feet),,,0,,,,,Fresno,36.968889000000004,-119.357778,Watts Valley,CA,,2006,,0,0,0,0,0,0,,,7/3/06 0:00,,2,FALSE,,,,,,,,6/26/06 19:34,177,,6/26/06 19:34,177,6/26/06 19:34,177,10,6/26/06 19:34,177,0,"[nan, nan]",,,0,2006_CA-FKU-05453_WATTS,[1304776],1,,177,177,['Equipment and vehicle use'],10.5,"[{'ID': 1304776, 'COORDS': (36.95805555, -119.32305559999999), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 10.5, 'DISC': 177, 'CONT': 177.0}]","[(36.95805555, -119.32305559999999)]",,1,1,0,1304776,36.95805555,-119.3230556,,"(36.95805555, -119.32305559999999)",43659,212.1729259,30.31041798,53.04323146,-118.8937457,36.92708333
7917,2006_CA-FKU-05766_WILLOW,CA-FKU-05766,WILLOW,WF,100,U,FALSE,7/3/06 14:30,184,7/3/06 18:41,0,,,,0,,,,,Fresno,36.91027800000001,-119.728611,WILLOW/SILAXO  (SOUTHERN FRIANT AREA),CA,,2006,,0,0,0,0,0,0,,,7/10/06 0:00,,2,FALSE,,,,,4,,2,7/3/06 19:30,184,,7/3/06 19:30,184,7/3/06 19:30,184,100,7/3/06 19:30,184,0,"[nan, nan]",,,0,2006_CA-FKU-05766_WILLOW,[1305215],1,,184,184,['Arson/incendiarism'],60,"[{'ID': 1305215, 'COORDS': (36.91694444, -119.73888889999999), 'CAUSE': 'Arson/incendiarism', 'SIZE': 60.0, 'DISC': 184, 'CONT': 184.0}]","[(36.91694444, -119.73888889999999)]",,1,1,0,1305215,36.91694444,-119.7388889,,"(36.91694444, -119.73888889999999)",,,,,,
7918,2006_CA-FKU-06657_THREE ROCKS,CA-FKU-06657,THREE ROCKS,WF,6500,L,FALSE,7/22/06 20:00,203,7/24/06 8:00,0,Short Grass (1 foot),,,1,,,,,Fresno,36.490556,-120.537778,20 miles north of City of Coalinga,CA,,2006,,0,0,0,0,0,0,,,7/24/06 0:00,,4,FALSE,,10,,10,4,577,2,7/23/06 15:00,204,165,7/23/06 5:39,204,7/24/06 0:00,205,5500,7/24/06 0:00,205,2,"[nan, nan, nan, nan]",,,0,2006_CA-FKU-06657_THREE ROCKS,[319128],1,['CA3650112050920060722-THREE ROCKS'],203,206,['Natural'],8400,"[{'ID': 319128, 'MTBS_ID': 'CA3650112050920060722(THREE ROCKS)', 'COORDS': (36.4667, -120.5392), 'CAUSE': 'Natural', 'SIZE': 8400.0, 'DISC': 203, 'CONT': 206.0}]","[(36.4667, -120.5392)]",,1,1,1,319128,36.4667,-120.5392,CA3650112050920060722(THREE ROCKS),"(36.4667, -120.5392)",44485,7850.398256999999,1570.079651,4243.458517,-120.5302894,36.52291666
7919,2006_CA-FKU-06715_AUBERRY COMPLEX,CA-FKU-06715,AUBERRY COMPLEX,WF,300,U,TRUE,7/23/06 19:30,204,7/24/06 20:00,0,Brush (2 feet),,,2,,,,,Fresno,37.096944,-119.506389,Auberry/Powerhouse,CA,,2006,,0,0,0,0,0,0,,,7/27/06 0:00,,4,TRUE,,410,10,200,,1553,,7/24/06 2:23,205,475,7/26/06 7:00,207,7/24/06 23:00,205,250,7/24/06 2:23,205,1,"[nan, nan, nan, nan]",,,0,2006_CA-FKU-06715_AUBERRY COMPLEX,"[1305210, 1305224]",2,,182,205,['Missing data/not specified/undetermined' 'Natural'],208,"[{'ID': 1305210, 'COORDS': (36.945, -119.68305559999999), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 180.0, 'DISC': 182, 'CONT': 182.0}, {'ID': 1305224, 'COORDS': (37.11888888, -119.5238889), 'CAUSE': 'Natural', 'SIZE': 28.0, 'DISC': 204, 'CONT': 205.0}]","[(36.945, -119.68305559999999), (37.11888888, -119.5238889)]",AUBERRY COMPLEX,2,2,0,1305210,36.945,-119.6830556,,"(36.945, -119.68305559999999)",,,,,,
7920,2006_CA-FKU-08224_POWERHOUSE,CA-FKU-08224,POWERHOUSE,WF,3,O,FALSE,9/1/06 2:00,244,9/2/06 4:05,0,Brush (2 feet),,,0,,,,,Fresno,37.125,-119.516667,POWERHOUSE/WISH-I-AH ROAD  NEAR AUBERRY,CA,,2006,,0,0,0,0,0,0,,,9/2/06 17:30,,2,FALSE,,,,,,100,,9/2/06 6:18,245,87,9/2/06 6:18,245,9/2/06 6:18,245,3,9/2/06 6:18,245,1,"[nan, nan]",,,0,2006_CA-FKU-08224_POWERHOUSE,[11419],1,,245,245,['Arson/incendiarism'],3,"[{'ID': 11419, 'COORDS': (37.12083333, -119.50916670000001), 'CAUSE': 'Arson/incendiarism', 'SIZE': 3.0, 'DISC': 245, 'CONT': 245.0}]","[(37.12083333, -119.50916670000001)]",,1,1,0,11419,37.12083333,-119.5091667,,"(37.12083333, -119.50916670000001)",,,,,,
7921,2006_CA-FKU-10105_PHELPS,CA-FKU-10105,PHELPS,WF,950,H,FALSE,10/25/06 13:45,298,10/25/06 23:59,0,Brush (2 feet),,,0,,,,,Fresno,36.173333,-120.210556,NEAR THE TOWN OF COALINGA,CA,,2006,,0,0,0,0,0,0,,,10/26/06 0:00,,2,FALSE,,2,2,,6,166,3,10/25/06 19:30,298,83,10/25/06 19:30,298,10/25/06 19:30,298,950,10/25/06 19:30,298,0,"[nan, nan]",,,0,2006_CA-FKU-10105_PHELPS,[1305354],1,['CA3615912025120061025-PHELPS'],298,,['Equipment and vehicle use'],1600,"[{'ID': 1305354, 'MTBS_ID': 'CA3615912025120061025(PHELPS)', 'COORDS': (36.17305555, -120.2111111), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 1600.0, 'DISC': 298, 'CONT': 'unknown'}]","[(36.17305555, -120.2111111)]",,1,1,1,1305354,36.17305555,-120.2111111,CA3615912025120061025(PHELPS),"(36.17305555, -120.2111111)",46882,371.3026203,371.3026203,371.3026203,-120.2519549,36.15208333
7922,2006_CA-INF-1318_SAWMILL,CA-INF-1318,SAWMILL,WF,7434,H,FALSE,9/14/06 15:47,257,9/23/06 13:00,0,Chaparral (6 feet),,,0,,,,,Mono County,37.830556,-118.710556,Sawmill Canyon  Adobe Hills  Black Mtn,CA,2500000,2006,,0,0,0,2,0,0,,,9/26/06 16:00,,22,FALSE,,3,,,61,3484,6,9/18/06 18:00,261,365,9/15/06 18:00,258,9/15/06 18:00,258,4928,9/15/06 18:00,258,1,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,2006_CA-INF-1318_SAWMILL,[319323],1,['CA3780411863020060914-SAWMILL'],257,266,['Missing data/not specified/undetermined'],7434,"[{'ID': 319323, 'MTBS_ID': 'CA3780411863020060914(SAWMILL)', 'COORDS': (37.7892, -118.6628), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 7434.0, 'DISC': 257, 'CONT': 266.0}]","[(37.7892, -118.6628)]",,1,1,1,319323,37.7892,-118.6628,CA3780411863020060914(SAWMILL),"(37.7892, -118.6628)",45902,7797.355025,1559.471005,6736.490395999999,-118.6497355,37.80625
7923,2006_CA-JTP-6422_GEO,CA-JTP-6422,GEO,WF,740,L,TRUE,7/11/06 14:11,192,7/2/06 18:00,0,,,,0,,,,,Riverside,33.998611,-116.063056,JOSHUA TREE NATIONAL PARK,CA,,2006,,0,0,0,0,0,0,,,7/3/06 19:30,,4,TRUE,,,,,10,407,7,7/1/06 14:11,182,243,7/1/06 14:11,182,7/2/06 21:00,183,90,7/2/06 21:00,183,-9,"[nan, nan, nan, nan]",,,0,2006_CA-JTP-6422_GEO,[365153],1,,182,183,['Natural'],740,"[{'ID': 365153, 'COORDS': (33.9986, -116.06299999999999), 'CAUSE': 'Natural', 'SIZE': 740.0, 'DISC': 182, 'CONT': 183.0}]","[(33.9986, -116.06299999999999)]",BAER EAST COMPLEX,1,1,0,365153,33.9986,-116.063,,"(33.9986, -116.06299999999999)",,,,,,
7924,2006_CA-JTP-6692_PUSHWALLA COMPLEX,CA-JTP-6692,PUSHWALLA COMPLEX,WF,2000,L,TRUE,7/7/06 14:34,188,7/10/06 20:00,0,,,,0,,,,,Riverside,33.911667,-115.94,JOSHUA TREE NATIONAL PARK,CA,,2006,,0,0,0,0,0,0,,,7/14/06 11:00,,5,FALSE,,,,,16,515,8,7/9/06 12:06,190,212,7/9/06 12:06,190,7/9/06 12:06,190,1500,7/8/06 10:30,189,2,"[nan, nan, nan, nan, nan]",,,0,2006_CA-JTP-6692_PUSHWALLA COMPLEX,[365155],1,['CA3387911608820060707-PUSHWALLA'],188,194,['Natural'],2200,"[{'ID': 365155, 'MTBS_ID': 'CA3387911608820060707(PUSHWALLA)', 'COORDS': (33.9117, -115.94), 'CAUSE': 'Natural', 'SIZE': 2200.0, 'DISC': 188, 'CONT': 194.0}]","[(33.9117, -115.94)]",BAER EAST COMPLEX,1,1,1,365155,33.9117,-115.94,CA3387911608820060707(PUSHWALLA),"(33.9117, -115.94)",44045,1697.383407,242.4833438,901.7349349,-116.0910285,33.88958333
7925,2006_CA-JTP-7124_COVINGTON,CA-JTP-7124,COVINGTON,WF,532,L,TRUE,7/20/06 13:30,201,7/22/06 18:00,0,,,,3,,,,,San Bernardino,34.067778000000004,-116.35,JOSHUA TREE CA,CA,,2006,,0,0,0,0,0,0,,,7/23/06 9:22,,4,FALSE,,550,,550,16,452,12,7/20/06 18:00,201,226,7/21/06 17:00,202,7/22/06 14:14,203,307,7/22/06 14:14,203,2,"[nan, nan, nan, nan]",,,0,2006_CA-JTP-7124_COVINGTON,[365156],1,,201,204,['Natural'],534,"[{'ID': 365156, 'COORDS': (34.0728, -116.3486), 'CAUSE': 'Natural', 'SIZE': 534.0, 'DISC': 201, 'CONT': 204.0}]","[(34.0728, -116.3486)]",BAER WEST COMPLEX,1,1,0,365156,34.0728,-116.3486,,"(34.0728, -116.3486)",,,,,,
7926,2006_CA-JTP-7125_WHISPERING PINES,CA-JTP-7125,WHISPERING PINES,WF,933,L,TRUE,7/22/06 18:44,203,7/26/06 0:00,0,Brush (2 feet),,,5,,,,,San Bernardino,34.067778000000004,-116.318056,10 miles south of Yucca Valley/5 miles east of Black Rock,CA,1100000,2006,,1,0,1,10,0,2,,,8/6/06 9:44,,10,FALSE,,55,,45,30,2935,10,7/23/06 18:00,204,503,7/25/06 6:00,206,7/23/06 18:00,204,533,7/23/06 18:00,204,1,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,2006_CA-JTP-7125_WHISPERING PINES,[365157],1,['CA3407111634020060722-WHISPERING PINES'],203,213,['Natural'],993,"[{'ID': 365157, 'MTBS_ID': 'CA3407111634020060722(WHISPERING PINES)', 'COORDS': (34.0725, -116.325), 'CAUSE': 'Natural', 'SIZE': 993.0, 'DISC': 203, 'CONT': 213.0}]","[(34.0725, -116.325)]",BAER WEST COMPLEX,1,1,1,365157,34.0725,-116.325,CA3407111634020060722(WHISPERING PINES),"(34.0725, -116.325)",44516,901.7349349,100.1927705,318.2593888,-116.3423708,34.07708333
7927,2006_CA-KNF-002988_CARIBOU COMPLEX WFU,CA-KNF-002988,CARIBOU COMPLEX WFU,WFU,248,L,TRUE,6/27/06 23:53,178,,0,Timber (Litter and Understory),,,2,,,,,Siskiyou,41.050556,-122.984722,10 miles southeast of Cecilville  CA,CA,500437,2006,,0,0,0,0,0,0,,,11/27/06 13:00,,13,FALSE,,,,,11,429,1,7/19/06 19:00,200,51,7/24/06 19:00,205,8/5/06 17:00,217,30,7/25/06 19:00,206,39,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,2006_CA-KNF-002988_CARIBOU COMPLEX WFU,"[9936, 9951]",2,,181,305,['Natural'],248.25,"[{'ID': 9936, 'COORDS': (41.04777778, -122.97694440000001), 'CAUSE': 'Natural', 'SIZE': 248.0, 'DISC': 181, 'CONT': 305.0}, {'ID': 9951, 'COORDS': (41.01722222, -123.06805559999998), 'CAUSE': 'Natural', 'SIZE': 0.25, 'DISC': 196, 'CONT': 305.0}]","[(41.04777778, -122.97694440000001), (41.01722222, -123.06805559999998)]",CARIBOU COMPLEX WFU,1,2,0,9936,41.04777778,-122.9769444,,"(41.04777778, -122.97694440000001)",43860,53.04323146,53.04323146,53.04323146,-122.955499,41.15208333
7928,2006_CA-KNF-003497_UNCLES COMPLEX,CA-KNF-003497,UNCLES COMPLEX,WF,30454,L,TRUE,7/23/06 13:00,204,10/31/06 18:00,0,Timber (Litter and Understory),,,11,,,,,Siskiyou,41.383333,-123.183333,Northeast of Orleans  CA,CA,15516000,2006,,0,0,0,0,0,0,,,10/23/06 16:00,,141,TRUE,,49,1,19,507,30230,8,8/21/06 18:30,233,626,8/4/06 18:00,216,10/7/06 17:30,280,4962,8/25/06 17:15,237,76,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,2006_CA-KNF-003497_UNCLES COMPLEX,"[10003, 14570]",2,"['CA4109112300620060724-RUSH', 'CA4142612330620060724-HANCOCK']",205,317,['Natural'],15620,"[{'ID': 10003, 'MTBS_ID': 'CA4109112300620060724(RUSH)', 'COORDS': (41.10333333, -123.03666670000001), 'CAUSE': 'Natural', 'SIZE': 4850.0, 'DISC': 205, 'CONT': 317.0}, {'ID': 14570, 'MTBS_ID': 'CA4142612330620060724(HANCOCK)', 'COORDS': (41.44888889, -123.2925), 'CAUSE': 'Natural', 'SIZE': 10770.0, 'DISC': 205, 'CONT': 296.0}]","[(41.10333333, -123.03666670000001), (41.44888889, -123.2925)]",UNCLES COMPLEX,1,2,2,14570,41.44888889,-123.2925,CA4142612330620060724(HANCOCK),"(41.44888889, -123.2925)",,,,,,
7929,2006_CA-KNF-3536_HAPPY CAMP,CA-KNF-3536,HAPPY CAMP,WF,6134,L,TRUE,7/23/06 0:00,204,9/24/06 18:00,2,Timber (Litter and Understory),,,10,,,,,Siskiyou,41.602778,-123.376944,Happy Camp  CA.,CA,12634830,2006,,0,0,0,0,0,0,,,9/24/06 18:00,,93,FALSE,,,,,155,26534,4,7/26/06 17:19,207,584,8/13/06 18:00,225,9/10/06 18:00,253,746,8/5/06 18:00,217,49,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,2006_CA-KNF-3536_HAPPY CAMP,[14670],1,['CA4160912335520060723-TITUS'],204,,['Natural'],5792,"[{'ID': 14670, 'MTBS_ID': 'CA4160912335520060723(TITUS)', 'COORDS': (41.60277778, -123.37694440000001), 'CAUSE': 'Natural', 'SIZE': 5792.0, 'DISC': 204, 'CONT': 'unknown'}]","[(41.60277778, -123.37694440000001)]",HAPPY CAMP COMPLEX,1,1,1,14670,41.60277778,-123.3769444,CA4160912335520060723(TITUS),"(41.60277778, -123.37694440000001)",44514,2758.248036,145.1709493,530.4323146,-123.3785284,41.61875
7930,2006_CA-KNP-0026_BURNT,CA-KNP-0026,BURNT,WFU,627,L,FALSE,7/21/06 16:38,202,11/1/06 18:00,0,Closed Timber Litter,,,0,,,,,Fresno,36.954167,-118.733056,8 miles north of Cedar Grove,CA,23000,2006,,0,0,0,0,0,0,,,11/16/06 0:00,,36,FALSE,,,,,,63,,9/9/06 15:59,252,4,9/13/06 16:42,256,9/27/06 16:18,270,255,9/15/06 14:04,258,68,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,2006_CA-KNP-0026_BURNT,[365405],1,,202,,['Natural'],627,"[{'ID': 365405, 'COORDS': (36.954240000000006, -118.73262), 'CAUSE': 'Natural', 'SIZE': 627.0, 'DISC': 202, 'CONT': 'unknown'}]","[(36.954240000000006, -118.73262)]",,1,1,0,365405,36.954240000000006,-118.73262,,"(36.954240000000006, -118.73262)",44664,106.0864629,106.0864629,106.0864629,-118.6565212,36.79791666
7931,2006_CA-KNP-0032_ROARING,CA-KNP-0032,ROARING,WFU,1781,L,FALSE,7/22/06 18:00,203,11/30/06 18:00,0,Closed Timber Litter,,,0,,,,,Fresno,36.766944,-118.638333,One mile south of Cedar Grove  CA,CA,98000,2006,,0,0,0,0,0,0,,,11/16/06 0:00,,54,FALSE,,,,,1,156,1,8/16/06 16:45,228,7,8/28/06 16:03,240,10/26/06 15:18,299,183,9/1/06 16:28,244,96,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,2006_CA-KNP-0032_ROARING,[365412],1,['CA3676911865720060723-CEDAR GROVE ROARING'],204,349,['Natural'],1643,"[{'ID': 365412, 'MTBS_ID': 'CA3676911865720060723(CEDAR GROVE ROARING)', 'COORDS': (36.76695, -118.63836), 'CAUSE': 'Natural', 'SIZE': 1643.0, 'DISC': 204, 'CONT': 349.0}]","[(36.76695, -118.63836)]",,1,1,1,365412,36.76695,-118.63836,CA3676911865720060723(CEDAR GROVE ROARING),"(36.76695, -118.63836)",44666,106.0864629,53.04323146,53.04323146,-118.6710821,36.77708333
7932,2006_CA-KRN-0635228_WESTSIDE FIRE,CA-KRN-0635228,WESTSIDE FIRE,WF,4025,H,FALSE,12/7/06 18:01,341,12/9/06 18:00,0,Short Grass (1 foot),,,0,,,,,Kern,35.9025,-118.922222,WEST OF I-5  4 MILES WEST OF LEBEC,CA,740000,2006,,0,0,0,0,0,0,,,12/10/06 13:00,,6,FALSE,,30,,30,15,1648,7,12/8/06 18:00,342,450,12/9/06 6:00,343,12/8/06 8:00,342,4025,12/8/06 8:00,342,1,"[nan, nan, nan, nan, nan, nan]",,,0,2006_CA-KRN-0635228_WESTSIDE FIRE,[319379],1,,341,341,['Missing data/not specified/undetermined'],4025,"[{'ID': 319379, 'COORDS': (34.905739000000004, -118.930931), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 4025.0, 'DISC': 341, 'CONT': 341.0}]","[(34.905739000000004, -118.930931)]",,1,1,0,319379,34.905739000000004,-118.930931,,"(34.905739000000004, -118.930931)",47283,106.0864629,35.36215431,53.04323146,-119.1015844,35.81458333
7933,2006_CA-KRN-13305_STUBB,CA-KRN-13305,STUBB,WF,135,U,FALSE,5/18/06 18:16,138,5/18/06 22:30,0,Timber (Grass and Understory),,,0,,,,,Kern,34.9475,-119.454444,1/4 W SAN LUIS/KERN CO LINE  SS OF HWY 166,CA,,2006,,0,0,0,0,0,0,,,7/1/06 0:00,,4,FALSE,,3,,3,,60,,5/18/06 18:16,138,15,5/18/06 18:16,138,5/18/06 18:16,138,135,5/18/06 18:16,138,0,"[nan, nan, nan, nan]",,,0,2006_CA-KRN-13305_STUBB,[318836],1,,138,138,['Debris and open burning'],140,"[{'ID': 318836, 'COORDS': (34.8514, -119.728), 'CAUSE': 'Debris and open burning', 'SIZE': 140.0, 'DISC': 138, 'CONT': 138.0}]","[(34.8514, -119.728)]",,1,1,0,318836,34.8514,-119.728,,"(34.8514, -119.728)",43062,3076.507425,384.56342810000007,1219.994324,-119.6816313,34.89375
7934,2006_CA-KRN-14140_ENERGY,CA-KRN-14140,ENERGY,WF,850,U,FALSE,5/26/06 14:10,146,5/27/06 20:00,0,Brush (2 feet),,,0,,,,,Kern,35.0275,-118.351111,TEHACHAPI,CA,,2006,,0,0,0,1,0,0,,,5/28/06 16:00,,3,FALSE,,22,2,20,2,41,1,5/26/06 14:10,146,41,5/27/06 10:00,147,5/27/06 10:00,147,500,5/26/06 14:10,146,1,"[nan, nan, nan]",,,0,2006_CA-KRN-14140_ENERGY,[322931],1,,146,147,['Missing data/not specified/undetermined'],787,"[{'ID': 322931, 'COORDS': (35.0167, -118.35), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 787.0, 'DISC': 146, 'CONT': 147.0}]","[(35.0167, -118.35)]",,1,1,0,322931,35.0167,-118.35,,"(35.0167, -118.35)",,,,,,
7935,2006_CA-KRN-14611_KEENE,CA-KRN-14611,KEENE,WF,50,U,FALSE,5/31/06 12:22,151,5/31/06 14:42,0,,,,0,,,,,Kern,35.200833,-118.535278,EAST OF TEHACHAPI,CA,,2006,,0,0,0,0,0,0,,,6/13/06 0:00,,2,FALSE,,,,,2,69,2,5/31/06 12:22,151,69,5/31/06 12:22,151,5/31/06 12:22,151,50,5/31/06 12:22,151,0,"[nan, nan]",,,0,,,,,,,,,,,,,,,,,,,"(nan, nan)",,,,,,
